row_no,mandator,provider_id,customer_id,syndicate_id,star1,star2,num_combi,n1,n2,n3,n4,n5,drawtype,drawdate,stake,currency,gametype
10082,JXC,JXC112286639,1814128,,8,10,5~24~39~41~47,5,24,39,41,47,TU,01.01.2019,2.00,EUR,EUMI
10083,JXC,JXC112286639,1814128,,2,8,8~17~26~28~47,8,17,26,28,47,TU,01.01.2019,2.00,EUR,EUMI
10084,JXC,JXC112286678,1642615,,1,6,4~6~30~43~49,4,6,30,43,49,TU,01.01.2019,2.00,EUR,EUMI
10085,JXC,JXC112286678,1642615,,1,9,1~7~14~35~42,1,7,14,35,42,TU,01.01.2019,2.00,EUR,EUMI
10086,JXC,JXC112286768,1809245,,3,10,2~13~24~31~50,2,13,24,31,50,TU,01.01.2019,2.00,EUR,EUMI
10087,JXC,JXC112286768,1809245,,2,3,20~25~33~38~47,20,25,33,38,47,TU,01.01.2019,2.00,EUR,EUMI
10088,JXC,JXC112286768,1809245,,1,9,6~9~29~36~50,6,9,29,36,50,TU,01.01.2019,2.00,EUR,EUMI
10089,JXC,JXC112287411,2204519,,2,6,4~7~12~31~32,4,7,12,31,32,TU,01.01.2019,2.00,EUR,EUMI
10090,JXC,JXC112287411,2204519,,3,11,4~10~18~23~37,4,10,18,23,37,TU,01.01.2019,2.00,EUR,EUMI
10091,JXC,JXC112287411,2204519,,3,8,7~23~26~40~41,7,23,26,40,41,TU,01.01.2019,2.00,EUR,EUMI
10092,JXC,JXC112287484,37859,,10,11,6~12~45~48~50,6,12,45,48,50,TU,01.01.2019,2.00,EUR,EUMI
10093,JXC,JXC112287847,817955,,5,8,1~6~7~11~19,1,6,7,11,19,TU,01.01.2019,2.00,EUR,EUMI
10094,JXC,JXC112287847,817955,,1,10,11~15~31~39~46,11,15,31,39,46,TU,01.01.2019,2.00,EUR,EUMI
10095,JXC,JXC112287847,817955,,1,11,3~4~7~24~44,3,4,7,24,44,TU,01.01.2019,2.00,EUR,EUMI
10096,JXC,JXC112287847,817955,,3,6,10~11~24~49~50,10,11,24,49,50,TU,01.01.2019,2.00,EUR,EUMI
10097,JXC,JXC112287847,817955,,1,3,12~29~34~39~49,12,29,34,39,49,TU,01.01.2019,2.00,EUR,EUMI
10098,JXC,JXC112287947,1729572,,3,6,3~6~14~36~39,3,6,14,36,39,TU,01.01.2019,2.00,EUR,EUMI
10099,JXC,JXC112287947,1729572,,8,9,6~23~27~33~50,6,23,27,33,50,TU,01.01.2019,2.00,EUR,EUMI
10100,JXC,JXC112287947,1729572,,1,10,1~10~20~26~40,1,10,20,26,40,TU,01.01.2019,2.00,EUR,EUMI
10101,JXC,JXC112287947,1729572,,2,7,8~10~19~30~31,8,10,19,30,31,TU,01.01.2019,2.00,EUR,EUMI
10102,JXC,JXC112287947,1729572,,5,11,3~12~27~38~43,3,12,27,38,43,TU,01.01.2019,2.00,EUR,EUMI
10103,JXC,JXC112288035,1639388,,2,8,17~27~34~36~48,17,27,34,36,48,TU,01.01.2019,2.00,EUR,EUMI
10104,JXC,JXC112288035,1639388,,3,6,3~4~17~31~50,3,4,17,31,50,TU,01.01.2019,2.00,EUR,EUMI
10105,JXC,JXC112288035,1639388,,1,10,2~5~14~35~47,2,5,14,35,47,TU,01.01.2019,2.00,EUR,EUMI
10106,JXC,JXC112288035,1639388,,5,12,9~13~14~23~30,9,13,14,23,30,TU,01.01.2019,2.00,EUR,EUMI
10107,JXC,JXC112288035,1639388,,4,6,3~31~34~37~39,3,31,34,37,39,TU,01.01.2019,2.00,EUR,EUMI
10108,JXC,JXC112288037,727266,,1,9,17~18~19~22~42,17,18,19,22,42,TU,01.01.2019,2.00,EUR,EUMI
10109,JXC,JXC112288037,727266,,5,8,2~6~10~23~34,2,6,10,23,34,TU,01.01.2019,2.00,EUR,EUMI
10110,JXC,JXC112288037,727266,,8,10,2~6~11~37~45,2,6,11,37,45,TU,01.01.2019,2.00,EUR,EUMI
10111,JXC,JXC112288037,727266,,9,10,10~20~26~41~45,10,20,26,41,45,TU,01.01.2019,2.00,EUR,EUMI
10112,JXC,JXC112288037,727266,,4,6,27~39~42~45~50,27,39,42,45,50,TU,01.01.2019,2.00,EUR,EUMI
10113,JXC,JXC112288038,1639388,,1,6,5~31~41~45~50,5,31,41,45,50,TU,01.01.2019,2.00,EUR,EUMI
10114,JXC,JXC112288038,1639388,,3,5,12~13~26~31~46,12,13,26,31,46,TU,01.01.2019,2.00,EUR,EUMI
10115,JXC,JXC112288038,1639388,,7,9,20~21~27~29~32,20,21,27,29,32,TU,01.01.2019,2.00,EUR,EUMI
10116,JXC,JXC112288038,1639388,,2,10,2~13~24~40~47,2,13,24,40,47,TU,01.01.2019,2.00,EUR,EUMI
10117,JXC,JXC112288038,1639388,,4,11,12~19~31~35~50,12,19,31,35,50,TU,01.01.2019,2.00,EUR,EUMI
10118,JXC,JXC112288165,1220003,,1,8,2~4~16~20~27,2,4,16,20,27,TU,01.01.2019,2.00,EUR,EUMI
10119,JXC,JXC112288165,1220003,,2,12,4~10~12~16~38,4,10,12,16,38,TU,01.01.2019,2.00,EUR,EUMI
10120,JXC,JXC112288536,2156184,,1,7,1~6~9~30~31,1,6,9,30,31,TU,01.01.2019,2.00,EUR,EUMI
10121,JXC,JXC112289474,720049,,2,10,3~16~21~28~32,3,16,21,28,32,TU,01.01.2019,2.00,EUR,EUMI
10122,JXC,JXC112289474,720049,,7,9,9~12~16~29~47,9,12,16,29,47,TU,01.01.2019,2.00,EUR,EUMI
10123,JXC,JXC112289474,720049,,6,8,24~27~32~38~49,24,27,32,38,49,TU,01.01.2019,2.00,EUR,EUMI
10124,JXC,JXC112289474,720049,,2,3,13~22~24~35~43,13,22,24,35,43,TU,01.01.2019,2.00,EUR,EUMI
10125,JXC,JXC112289474,720049,,10,11,7~9~23~24~50,7,9,23,24,50,TU,01.01.2019,2.00,EUR,EUMI
10126,JXC,JXC112289490,1435075,,3,5,8~15~23~34~40,8,15,23,34,40,TU,01.01.2019,2.00,EUR,EUMI
10127,JXC,JXC112289696,1808268,,1,4,2~6~10~19~44,2,6,10,19,44,TU,01.01.2019,2.00,EUR,EUMI
10128,JXC,JXC112289969,1877441,,2,4,6~11~15~17~45,6,11,15,17,45,TU,01.01.2019,2.00,EUR,EUMI
10129,JXC,JXC112289985,1783270,,5,9,1~21~30~44~50,1,21,30,44,50,TU,01.01.2019,2.00,EUR,EUMI
10130,JXC,JXC112290082,1576151,,4,7,2~5~6~11~36,2,5,6,11,36,TU,01.01.2019,2.00,EUR,EUMI
10131,JXC,JXC112290082,1576151,,1,4,11~14~18~22~23,11,14,18,22,23,TU,01.01.2019,2.00,EUR,EUMI
10132,JXC,JXC112290082,1576151,,8,12,6~16~21~28~46,6,16,21,28,46,TU,01.01.2019,2.00,EUR,EUMI
10133,JXC,JXC112290082,1576151,,8,11,13~23~26~36~44,13,23,26,36,44,TU,01.01.2019,2.00,EUR,EUMI
10134,JXC,JXC112290082,1576151,,4,6,5~10~18~31~42,5,10,18,31,42,TU,01.01.2019,2.00,EUR,EUMI
10135,JXC,JXC112290393,1783270,,3,8,12~13~33~39~47,12,13,33,39,47,TU,01.01.2019,2.00,EUR,EUMI
10136,JXC,JXC112290515,1805734,,1,3,3~10~12~13~34,3,10,12,13,34,TU,01.01.2019,2.00,EUR,EUMI
10137,JXC,JXC112290515,1805734,,1,3,3~10~12~13~45,3,10,12,13,45,TU,01.01.2019,2.00,EUR,EUMI
10138,JXC,JXC112290515,1805734,,1,3,3~10~12~34~45,3,10,12,34,45,TU,01.01.2019,2.00,EUR,EUMI
10139,JXC,JXC112290515,1805734,,1,3,3~10~13~34~45,3,10,13,34,45,TU,01.01.2019,2.00,EUR,EUMI
10140,JXC,JXC112290515,1805734,,1,3,3~12~13~34~45,3,12,13,34,45,TU,01.01.2019,2.00,EUR,EUMI
10141,JXC,JXC112290515,1805734,,1,3,10~12~13~34~45,10,12,13,34,45,TU,01.01.2019,2.00,EUR,EUMI
10142,JXC,JXC112290515,1805734,,3,4,7~25~30~36~39,7,25,30,36,39,TU,01.01.2019,2.00,EUR,EUMI
10143,JXC,JXC112290515,1805734,,3,4,7~25~30~36~40,7,25,30,36,40,TU,01.01.2019,2.00,EUR,EUMI
10144,JXC,JXC112290515,1805734,,3,4,7~25~30~39~40,7,25,30,39,40,TU,01.01.2019,2.00,EUR,EUMI
10145,JXC,JXC112290515,1805734,,3,4,7~25~36~39~40,7,25,36,39,40,TU,01.01.2019,2.00,EUR,EUMI
10146,JXC,JXC112290515,1805734,,3,4,7~30~36~39~40,7,30,36,39,40,TU,01.01.2019,2.00,EUR,EUMI
10147,JXC,JXC112290515,1805734,,3,4,25~30~36~39~40,25,30,36,39,40,TU,01.01.2019,2.00,EUR,EUMI
10148,JXC,JXC112290836,946025,,2,7,16~19~27~34~44,16,19,27,34,44,TU,01.01.2019,2.00,EUR,EUMI
10149,JXC,JXC112290836,946025,,6,10,6~7~8~16~27,6,7,8,16,27,TU,01.01.2019,2.00,EUR,EUMI
10150,JXC,JXC112290836,946025,,1,2,7~8~10~21~37,7,8,10,21,37,TU,01.01.2019,2.00,EUR,EUMI
10151,JXC,JXC112291052,946025,,7,10,8~17~25~31~35,8,17,25,31,35,TU,01.01.2019,2.00,EUR,EUMI
10152,JXC,JXC112291052,946025,,4,10,13~17~34~43~45,13,17,34,43,45,TU,01.01.2019,2.00,EUR,EUMI
10153,JXC,JXC112291052,946025,,8,11,7~23~24~39~48,7,23,24,39,48,TU,01.01.2019,2.00,EUR,EUMI
10154,JXC,JXC112291394,752728,,6,9,1~13~14~17~24,1,13,14,17,24,TU,01.01.2019,2.00,EUR,EUMI
10155,JXC,JXC112291394,752728,,2,5,7~14~18~21~26,7,14,18,21,26,TU,01.01.2019,2.00,EUR,EUMI
10156,JXC,JXC112291394,752728,,4,7,7~13~17~26~42,7,13,17,26,42,TU,01.01.2019,2.00,EUR,EUMI
10157,JXC,JXC112291394,752728,,1,3,6~7~23~24~39,6,7,23,24,39,TU,01.01.2019,2.00,EUR,EUMI
10158,JXC,JXC112291394,752728,,6,7,7~17~18~24~42,7,17,18,24,42,TU,01.01.2019,2.00,EUR,EUMI
10159,JXC,JXC112291622,1782894,,6,12,5~12~37~38~44,5,12,37,38,44,TU,01.01.2019,2.00,EUR,EUMI
10160,JXC,JXC112291825,1782894,,2,11,11~33~36~43~50,11,33,36,43,50,TU,01.01.2019,2.00,EUR,EUMI
10161,JXC,JXC112291906,743358,,4,9,10~19~33~38~40,10,19,33,38,40,TU,01.01.2019,2.00,EUR,EUMI
10162,JXC,JXC112291906,743358,,6,9,18~35~36~40~44,18,35,36,40,44,TU,01.01.2019,2.00,EUR,EUMI
10163,JXC,JXC112291926,2156184,,6,7,4~6~8~22~33,4,6,8,22,33,TU,01.01.2019,2.00,EUR,EUMI
10164,JXC,JXC112292151,1782894,,5,8,18~22~23~39~43,18,22,23,39,43,TU,01.01.2019,2.00,EUR,EUMI
10165,JXC,JXC112292374,688415,,5,6,4~18~21~31~40,4,18,21,31,40,TU,01.01.2019,2.00,EUR,EUMI
10166,JXC,JXC112292374,688415,,5,9,25~29~31~46~49,25,29,31,46,49,TU,01.01.2019,2.00,EUR,EUMI
10167,JXC,JXC112292374,688415,,7,12,23~34~37~45~50,23,34,37,45,50,TU,01.01.2019,2.00,EUR,EUMI
10168,JXC,JXC112292374,688415,,7,11,9~14~23~25~31,9,14,23,25,31,TU,01.01.2019,2.00,EUR,EUMI
10169,JXC,JXC112292755,1805962,,4,7,6~9~11~12~26,6,9,11,12,26,TU,01.01.2019,2.00,EUR,EUMI
10170,JXC,JXC112292755,1805962,,6,9,4~13~19~29~48,4,13,19,29,48,TU,01.01.2019,2.00,EUR,EUMI
10171,JXC,JXC112292755,1805962,,6,9,3~12~19~43~47,3,12,19,43,47,TU,01.01.2019,2.00,EUR,EUMI
10172,JXC,JXC112292755,1805962,,4,5,4~19~23~33~37,4,19,23,33,37,TU,01.01.2019,2.00,EUR,EUMI
10173,JXC,JXC112292755,1805962,,2,7,12~18~22~35~39,12,18,22,35,39,TU,01.01.2019,2.00,EUR,EUMI
10174,JXC,JXC112293374,1808747,,1,6,5~9~31~36~50,5,9,31,36,50,TU,01.01.2019,2.00,EUR,EUMI
10175,JXC,JXC112293374,1808747,,5,7,2~5~26~32~34,2,5,26,32,34,TU,01.01.2019,2.00,EUR,EUMI
10176,JXC,JXC112293374,1808747,,1,8,7~18~37~41~44,7,18,37,41,44,TU,01.01.2019,2.00,EUR,EUMI
10177,JXC,JXC112293496,1488887,,7,10,10~22~37~38~43,10,22,37,38,43,TU,01.01.2019,2.00,EUR,EUMI
10178,JXC,JXC112293497,1488887,,7,9,14~17~30~34~37,14,17,30,34,37,TU,01.01.2019,2.00,EUR,EUMI
10179,JXC,JXC112294193,1786744,,3,7,1~4~21~27~45,1,4,21,27,45,TU,01.01.2019,2.00,EUR,EUMI
10180,JXC,JXC112294192,1786744,,5,10,7~19~24~32~47,7,19,24,32,47,TU,01.01.2019,2.00,EUR,EUMI
10181,JXC,JXC112294192,1786744,,5,10,7~19~24~32~50,7,19,24,32,50,TU,01.01.2019,2.00,EUR,EUMI
10182,JXC,JXC112294192,1786744,,5,10,7~19~24~47~50,7,19,24,47,50,TU,01.01.2019,2.00,EUR,EUMI
10183,JXC,JXC112294192,1786744,,5,10,7~19~32~47~50,7,19,32,47,50,TU,01.01.2019,2.00,EUR,EUMI
10184,JXC,JXC112294192,1786744,,5,10,7~24~32~47~50,7,24,32,47,50,TU,01.01.2019,2.00,EUR,EUMI
10185,JXC,JXC112294192,1786744,,5,10,19~24~32~47~50,19,24,32,47,50,TU,01.01.2019,2.00,EUR,EUMI
10186,JXC,JXC112294198,1454342,,3,9,4~24~25~33~38,4,24,25,33,38,TU,01.01.2019,2.00,EUR,EUMI
10187,JXC,JXC112294512,2051267,,10,11,38~40~47~48~50,38,40,47,48,50,TU,01.01.2019,2.00,EUR,EUMI
10188,JXC,JXC112294512,2051267,,7,11,3~7~19~26~39,3,7,19,26,39,TU,01.01.2019,2.00,EUR,EUMI
10189,JXC,JXC112294684,1804573,,1,7,4~5~9~10~25,4,5,9,10,25,TU,01.01.2019,2.00,EUR,EUMI
10190,JXC,JXC112294820,2051267,,4,7,4~7~13~31~33,4,7,13,31,33,TU,01.01.2019,2.00,EUR,EUMI
10191,JXC,JXC112294820,2051267,,3,11,8~25~26~31~45,8,25,26,31,45,TU,01.01.2019,2.00,EUR,EUMI
10192,JXC,JXC112294885,1791156,,6,7,7~22~24~33~49,7,22,24,33,49,TU,01.01.2019,2.00,EUR,EUMI
10193,JXC,JXC112294962,618138,,2,3,4~15~33~39~42,4,15,33,39,42,TU,01.01.2019,2.00,EUR,EUMI
10194,JXC,JXC112295215,2078087,,5,6,1~9~15~27~46,1,9,15,27,46,TU,01.01.2019,2.00,EUR,EUMI
10195,JXC,JXC112295215,2078087,,8,10,2~7~27~28~42,2,7,27,28,42,TU,01.01.2019,2.00,EUR,EUMI
10196,JXC,JXC112295215,2078087,,1,3,13~15~22~30~44,13,15,22,30,44,TU,01.01.2019,2.00,EUR,EUMI
10197,JXC,JXC112295215,2078087,,8,11,3~4~33~39~46,3,4,33,39,46,TU,01.01.2019,2.00,EUR,EUMI
10198,JXC,JXC112295215,2078087,,3,10,9~23~24~33~39,9,23,24,33,39,TU,01.01.2019,2.00,EUR,EUMI
10199,JXC,JXC112295931,1807254,,2,8,2~12~18~36~45,2,12,18,36,45,TU,01.01.2019,2.00,EUR,EUMI
10200,JXC,JXC112296188,1649628,,6,7,2~8~19~23~26,2,8,19,23,26,TU,01.01.2019,2.00,EUR,EUMI
10201,JXC,JXC112296188,1649628,,2,8,3~12~22~29~42,3,12,22,29,42,TU,01.01.2019,2.00,EUR,EUMI
10202,JXC,JXC112296188,1649628,,1,2,12~14~24~33~35,12,14,24,33,35,TU,01.01.2019,2.00,EUR,EUMI
10203,JXC,JXC112296188,1649628,,3,6,3~8~31~38~48,3,8,31,38,48,TU,01.01.2019,2.00,EUR,EUMI
10204,JXC,JXC112296188,1649628,,5,11,2~7~26~34~39,2,7,26,34,39,TU,01.01.2019,2.00,EUR,EUMI
10205,JXC,JXC112297344,1756060,,3,6,6~17~24~32~44,6,17,24,32,44,TU,01.01.2019,2.00,EUR,EUMI
10206,JXC,JXC112300660,1588131,,9,10,6~9~11~14~26,6,9,11,14,26,TU,01.01.2019,2.00,EUR,EUMI
10207,JXC,JXC112300660,1588131,,2,4,14~19~24~38~49,14,19,24,38,49,TU,01.01.2019,2.00,EUR,EUMI
10208,JXC,JXC112300660,1588131,,3,11,1~20~27~30~43,1,20,27,30,43,TU,01.01.2019,2.00,EUR,EUMI
10209,JXC,JXC112300660,1588131,,6,8,3~27~31~35~38,3,27,31,35,38,TU,01.01.2019,2.00,EUR,EUMI
10210,JXC,JXC112300660,1588131,,3,11,1~14~20~22~36,1,14,20,22,36,TU,01.01.2019,2.00,EUR,EUMI
10211,JXC,JXC112300662,1588131,,1,9,1~12~20~31~32,1,12,20,31,32,TU,01.01.2019,2.00,EUR,EUMI
10212,JXC,JXC112300662,1588131,,2,7,8~17~19~26~41,8,17,19,26,41,TU,01.01.2019,2.00,EUR,EUMI
10213,JXC,JXC112300662,1588131,,10,11,3~6~15~25~44,3,6,15,25,44,TU,01.01.2019,2.00,EUR,EUMI
10214,JXC,JXC112300662,1588131,,6,11,1~12~26~31~38,1,12,26,31,38,TU,01.01.2019,2.00,EUR,EUMI
10215,JXC,JXC112300662,1588131,,5,10,13~33~44~45~46,13,33,44,45,46,TU,01.01.2019,2.00,EUR,EUMI
10216,JXC,JXC112300663,1588131,,3,9,10~13~26~30~42,10,13,26,30,42,TU,01.01.2019,2.00,EUR,EUMI
10217,JXC,JXC112300663,1588131,,1,8,6~7~17~32~49,6,7,17,32,49,TU,01.01.2019,2.00,EUR,EUMI
10218,JXC,JXC112300663,1588131,,2,12,5~15~24~42~49,5,15,24,42,49,TU,01.01.2019,2.00,EUR,EUMI
10219,JXC,JXC112300663,1588131,,3,6,22~26~28~34~42,22,26,28,34,42,TU,01.01.2019,2.00,EUR,EUMI
10220,JXC,JXC112300663,1588131,,2,8,30~31~33~37~48,30,31,33,37,48,TU,01.01.2019,2.00,EUR,EUMI
10221,JXC,JXC112300693,794882,,4,7,6~10~15~34~35,6,10,15,34,35,TU,01.01.2019,2.00,EUR,EUMI
10222,JXC,JXC112300693,794882,,4,7,6~10~15~34~38,6,10,15,34,38,TU,01.01.2019,2.00,EUR,EUMI
10223,JXC,JXC112300693,794882,,4,7,6~10~15~35~38,6,10,15,35,38,TU,01.01.2019,2.00,EUR,EUMI
10224,JXC,JXC112300693,794882,,4,7,6~10~34~35~38,6,10,34,35,38,TU,01.01.2019,2.00,EUR,EUMI
10225,JXC,JXC112300693,794882,,4,7,6~15~34~35~38,6,15,34,35,38,TU,01.01.2019,2.00,EUR,EUMI
10226,JXC,JXC112300693,794882,,4,7,10~15~34~35~38,10,15,34,35,38,TU,01.01.2019,2.00,EUR,EUMI
10227,JXC,JXC112301062,1439647,,6,12,3~14~21~28~47,3,14,21,28,47,TU,01.01.2019,2.00,EUR,EUMI
10228,JXC,JXC112301494,1877019,,4,8,8~16~20~36~42,8,16,20,36,42,TU,01.01.2019,2.00,EUR,EUMI
10229,JXC,JXC112301979,1778564,,2,6,9~20~33~43~45,9,20,33,43,45,TU,01.01.2019,2.00,EUR,EUMI
10230,JXC,JXC112301979,1778564,,8,10,3~14~18~20~38,3,14,18,20,38,TU,01.01.2019,2.00,EUR,EUMI
10231,JXC,JXC112301979,1778564,,7,11,2~3~11~24~49,2,3,11,24,49,TU,01.01.2019,2.00,EUR,EUMI
10232,JXC,JXC112301979,1778564,,4,6,16~19~20~38~44,16,19,20,38,44,TU,01.01.2019,2.00,EUR,EUMI
10233,JXC,JXC112301979,1778564,,1,10,18~19~36~38~50,18,19,36,38,50,TU,01.01.2019,2.00,EUR,EUMI
10234,JXC,JXC112301981,1778564,,7,8,9~19~28~40~43,9,19,28,40,43,TU,01.01.2019,2.00,EUR,EUMI
10235,JXC,JXC112301981,1778564,,1,2,4~9~35~45~46,4,9,35,45,46,TU,01.01.2019,2.00,EUR,EUMI
10236,JXC,JXC112301981,1778564,,2,9,6~13~17~36~47,6,13,17,36,47,TU,01.01.2019,2.00,EUR,EUMI
10237,JXC,JXC112301981,1778564,,1,4,6~12~16~28~45,6,12,16,28,45,TU,01.01.2019,2.00,EUR,EUMI
10238,JXC,JXC112301981,1778564,,3,11,11~13~15~25~40,11,13,15,25,40,TU,01.01.2019,2.00,EUR,EUMI
10239,JXC,JXC112302144,652999,,2,7,2~17~29~32~41,2,17,29,32,41,TU,01.01.2019,2.00,EUR,EUMI
10240,JXC,JXC112302144,652999,,1,6,18~22~31~43~49,18,22,31,43,49,TU,01.01.2019,2.00,EUR,EUMI
10241,JXC,JXC112302144,652999,,3,8,13~25~33~38~46,13,25,33,38,46,TU,01.01.2019,2.00,EUR,EUMI
10242,JXC,JXC112302144,652999,,2,5,4~9~15~24~48,4,9,15,24,48,TU,01.01.2019,2.00,EUR,EUMI
10243,JXC,JXC112303122,1576794,,6,12,7~37~38~41~44,7,37,38,41,44,TU,01.01.2019,2.00,EUR,EUMI
10244,JXC,JXC112303122,1576794,,11,12,20~36~37~46~48,20,36,37,46,48,TU,01.01.2019,2.00,EUR,EUMI
10245,JXC,JXC112303122,1576794,,3,12,8~20~24~25~50,8,20,24,25,50,TU,01.01.2019,2.00,EUR,EUMI
10246,JXC,JXC112303122,1576794,,1,5,5~11~14~29~42,5,11,14,29,42,TU,01.01.2019,2.00,EUR,EUMI
10247,JXC,JXC112303122,1576794,,4,5,10~12~21~28~30,10,12,21,28,30,TU,01.01.2019,2.00,EUR,EUMI
10248,JXC,JXC112303229,696841,,2,5,8~14~28~30~42,8,14,28,30,42,TU,01.01.2019,2.00,EUR,EUMI
10249,JXC,JXC112303262,1576794,,6,7,13~14~23~36~39,13,14,23,36,39,TU,01.01.2019,2.00,EUR,EUMI
10250,JXC,JXC112303262,1576794,,6,7,2~9~16~39~46,2,9,16,39,46,TU,01.01.2019,2.00,EUR,EUMI
10251,JXC,JXC112303262,1576794,,6,7,6~8~15~27~29,6,8,15,27,29,TU,01.01.2019,2.00,EUR,EUMI
10252,JXC,JXC112303263,1576794,,6,7,4~6~9~19~23,4,6,9,19,23,TU,01.01.2019,2.00,EUR,EUMI
10253,JXC,JXC112303263,1576794,,6,8,22~31~39~40~42,22,31,39,40,42,TU,01.01.2019,2.00,EUR,EUMI
10254,JXC,JXC112303263,1576794,,5,10,17~34~35~37~48,17,34,35,37,48,TU,01.01.2019,2.00,EUR,EUMI
10255,JXC,JXC112303263,1576794,,2,6,29~31~32~42~48,29,31,32,42,48,TU,01.01.2019,2.00,EUR,EUMI
10256,JXC,JXC112303263,1576794,,4,9,34~38~41~47~48,34,38,41,47,48,TU,01.01.2019,2.00,EUR,EUMI
10257,JXC,JXC112303367,1576794,,6,7,2~15~24~27~36,2,15,24,27,36,TU,01.01.2019,2.00,EUR,EUMI
10258,JXC,JXC112303367,1576794,,6,7,2~15~24~27~44,2,15,24,27,44,TU,01.01.2019,2.00,EUR,EUMI
10259,JXC,JXC112303367,1576794,,6,7,2~15~24~27~49,2,15,24,27,49,TU,01.01.2019,2.00,EUR,EUMI
10260,JXC,JXC112303367,1576794,,6,7,2~15~24~36~44,2,15,24,36,44,TU,01.01.2019,2.00,EUR,EUMI
10261,JXC,JXC112303367,1576794,,6,7,2~15~24~36~49,2,15,24,36,49,TU,01.01.2019,2.00,EUR,EUMI
10262,JXC,JXC112303367,1576794,,6,7,2~15~24~44~49,2,15,24,44,49,TU,01.01.2019,2.00,EUR,EUMI
10263,JXC,JXC112303367,1576794,,6,7,2~15~27~36~44,2,15,27,36,44,TU,01.01.2019,2.00,EUR,EUMI
10264,JXC,JXC112303367,1576794,,6,7,2~15~27~36~49,2,15,27,36,49,TU,01.01.2019,2.00,EUR,EUMI
10265,JXC,JXC112303367,1576794,,6,7,2~15~27~44~49,2,15,27,44,49,TU,01.01.2019,2.00,EUR,EUMI
10266,JXC,JXC112303367,1576794,,6,7,2~15~36~44~49,2,15,36,44,49,TU,01.01.2019,2.00,EUR,EUMI
10267,JXC,JXC112303367,1576794,,6,7,2~24~27~36~44,2,24,27,36,44,TU,01.01.2019,2.00,EUR,EUMI
10268,JXC,JXC112303367,1576794,,6,7,2~24~27~36~49,2,24,27,36,49,TU,01.01.2019,2.00,EUR,EUMI
10269,JXC,JXC112303367,1576794,,6,7,2~24~27~44~49,2,24,27,44,49,TU,01.01.2019,2.00,EUR,EUMI
10270,JXC,JXC112303367,1576794,,6,7,2~24~36~44~49,2,24,36,44,49,TU,01.01.2019,2.00,EUR,EUMI
10271,JXC,JXC112303367,1576794,,6,7,2~27~36~44~49,2,27,36,44,49,TU,01.01.2019,2.00,EUR,EUMI
10272,JXC,JXC112303367,1576794,,6,7,15~24~27~36~44,15,24,27,36,44,TU,01.01.2019,2.00,EUR,EUMI
10273,JXC,JXC112303367,1576794,,6,7,15~24~27~36~49,15,24,27,36,49,TU,01.01.2019,2.00,EUR,EUMI
10274,JXC,JXC112303367,1576794,,6,7,15~24~27~44~49,15,24,27,44,49,TU,01.01.2019,2.00,EUR,EUMI
10275,JXC,JXC112303367,1576794,,6,7,15~24~36~44~49,15,24,36,44,49,TU,01.01.2019,2.00,EUR,EUMI
10276,JXC,JXC112303367,1576794,,6,7,15~27~36~44~49,15,27,36,44,49,TU,01.01.2019,2.00,EUR,EUMI
10277,JXC,JXC112303367,1576794,,6,7,24~27~36~44~49,24,27,36,44,49,TU,01.01.2019,2.00,EUR,EUMI
10278,JXC,JXC112303498,1576794,,6,7,5~6~15~20~26,5,6,15,20,26,TU,01.01.2019,2.00,EUR,EUMI
10279,JXC,JXC112303500,1576794,,6,7,3~5~8~12~19,3,5,8,12,19,TU,01.01.2019,2.00,EUR,EUMI
10280,JXC,JXC112303500,1576794,,6,7,3~5~8~12~24,3,5,8,12,24,TU,01.01.2019,2.00,EUR,EUMI
10281,JXC,JXC112303500,1576794,,6,7,3~5~8~19~24,3,5,8,19,24,TU,01.01.2019,2.00,EUR,EUMI
10282,JXC,JXC112303500,1576794,,6,7,3~5~12~19~24,3,5,12,19,24,TU,01.01.2019,2.00,EUR,EUMI
10283,JXC,JXC112303500,1576794,,6,7,3~8~12~19~24,3,8,12,19,24,TU,01.01.2019,2.00,EUR,EUMI
10284,JXC,JXC112303500,1576794,,6,7,5~8~12~19~24,5,8,12,19,24,TU,01.01.2019,2.00,EUR,EUMI
10285,JXC,JXC112303643,1678792,,3,8,6~15~32~43~50,6,15,32,43,50,TU,01.01.2019,2.00,EUR,EUMI
10286,JXC,JXC112303643,1678792,,5,8,5~14~25~33~46,5,14,25,33,46,TU,01.01.2019,2.00,EUR,EUMI
10287,JXC,JXC112303643,1678792,,2,4,10~23~26~39~44,10,23,26,39,44,TU,01.01.2019,2.00,EUR,EUMI
10288,JXC,JXC112304078,2077307,,4,7,7~21~25~30~41,7,21,25,30,41,TU,01.01.2019,2.00,EUR,EUMI
10289,JXC,JXC112304924,1474076,,1,3,5~23~37~42~43,5,23,37,42,43,TU,01.01.2019,2.00,EUR,EUMI
10290,JXC,JXC112304924,1474076,,7,11,14~29~36~40~50,14,29,36,40,50,TU,01.01.2019,2.00,EUR,EUMI
10291,JXC,JXC112304924,1474076,,6,10,11~28~38~40~48,11,28,38,40,48,TU,01.01.2019,2.00,EUR,EUMI
10292,JXC,JXC112304924,1474076,,7,12,2~25~31~32~43,2,25,31,32,43,TU,01.01.2019,2.00,EUR,EUMI
